Job_Title,Job_Info
"Senior HR Officer, Learning & Development","Bachelor's Degree in HR Management 8 years experience L&D specialist focusing on technical training program development. Career evolved through various training roles to leading comprehensive technical capability development programs. Expert knowledge in technical training design, competency assessment, and e-learning development. Strong background in implementing simulation-based training. LMS administration; Training simulation; Technical content development; Competency frameworks Technical training delivery; Program development; Stakeholder management Design technical programs; Develop simulations; Manage assessments; Lead innovations Developed innovative simulation training reducing time-to-competency by 50% Training innovator; Technical expert; Program leader Senior L&D Professional; Technical Training Expert"
"Senior HR Officer, Learning & Development","Bachelor's Degree in HR Management 8 years experience L&D specialist implementing VR/AR solutions for technical training. Career evolved through various training roles to leading implementation of immersive learning technologies. Expert knowledge in virtual training environments, simulation development, and competency assessment. Strong focus on innovative learning solutions. VR/AR training; Learning technology; Simulation development; Competency assessment Innovation leadership; Technical understanding; Program development Lead VR/AR initiatives; Develop simulations; Direct implementation; Enhance training Reduced training time by 60% using VR solutions; Improved competency retention Training innovator; Technology leader; Program developer Advanced L&D; VR Training Expert"
"Senior HR Officer, Learning & Development","Bachelor's Degree in HR Management 8 years experience L&D specialist implementing AI-driven personalized learning systems. Career evolved through development of intelligent learning platforms and adaptive training solutions. Expert knowledge in AI-based learning analytics, personalized content delivery, and competency tracking. Strong focus on transforming technical training through technology. AI learning systems; Adaptive platforms; Learning analytics; Competency tracking Innovation leadership; Technical understanding; Change management Lead AI learning initiatives; Develop intelligent systems; Direct implementation; Enhance training Improved training effectiveness by 55% using AI personalization Learning innovator; Technology leader; Change driver Advanced L&D; AI Learning Expert"
"Senior IT Analyst, Data Analysis & Engineering","Application of good knowledge, expertise, and sound judgement to supervise and participate in performing the underlisted key functions:

Developing and implementing enterprise data requirements, policies, standards, data modelling and design tools, and procedures for data governance. 
Developing, selecting, and utilising data analysis and engineering tools and techniques and modifying and maintaining data structures and their associated components.
Developing and implementing data structures and their associated components to support the development of applications and software.
Developing and implementing strategies and frameworks for data warehouse and data acquisition.
Defining standards of metrices for data source validation and assessment. 
Collecting, mining, cleansing, analysing, transforming, visualizing data, and disseminating results to support application development and decision-making across the organisation.
Design and implementation of cyber security countermeasures for Data Analysis and Engineering.
Data analysis and engineering, systems analysis, and defining data requirements and technical specifications for application, software, and database management systems and projects. 
Contributing and supporting the development and maintenance of organisation’s data architecture, tools and techniques for management, control, protection, delivery, archival, disposal and enhancement of data and information assets value within the organisation.
Contributing and supporting the development and implementation of data administration, data standardisation, data lifecycle, business continuity and data recovery policies, procedures, plans, and programmes to guarantee the continuous availability of data to support the operations of the organisation.. BSc Degree in Computer Science or Information Technology or Information Systems or Data Analytics or Mathematics or Statistics or Data Science or related discipline from a recognised tertiary institution.. Six (6) years relevant post qualification work experience.. Incident / Accident Management: Development and communication of approaches, processes and procedures for reporting and management of incidents / accidents as they occur at the workplace in compliance with regulatory requirements and mitigate organisational impact., Emergency Response Management: Development and management of emergency preparedness and response plans, processes, and procedures to mitigate identified contingencies in relation to safety and other hazardous situations in the organization., Vendor & Contract Management: Managing vendor and contracts in accordance with contract documentation, organisational policies, procedures, guidelines, frameworks, work instructions, and applicable industry standards., Functional Area Risk Identification, Management & Control: Identification, analysis, and evaluation of the impact of risks and associated remedial measures and controls in a functional area., Functional Area Safety Hazard Identification, Management & Control: Assessing, identifying, and establishing control measures to manage the impact of safety hazards in a functional area., Financial Resources Management: Planning, budgeting, justification, controlling, and reporting on the use of financial resources to support the achievement of cost centre plans, goals, and objectives in compliance with the organisation’s financial management policies, guidelines, and procedures., Results Orientation: Focus on results by leveraging available resources and solving problems creatively to meet or exceed established goals and objectives., Digital Literacy Skills: Utilise Windows and Microsoft Office based software applications and appropriate digital tools and information technologies to navigate, evaluate, analyse and synthesise digital resources to generate electronic reports, memos, documents, letters, etc. to enhance workplace efficiency and service delivery., Written Communication: Utilising knowledge and understanding of subject and functional area to effectively communicate to varied stakeholders., Knowledge Generation, Capture, Organisation & Synthesis: Developing and implementing policies, processes, procedures, standards, and guidelines for knowledge generation, capturing, cataloguing, storage, access, and retrieval to facilitate knowledge sharing and dissemination within the organisation., Knowledge Sharing, Collaboration & Mentoring: Capturing, maintaining, and transferring tacit and explicit technical information and knowledge to provide continuous professional development and empower employees to perform their functions effectively and efficiently, and guarantee continuous operations., Knowledge Application for Learning & Decision-Making: Monitoring and evaluating the use, application, and impact of knowledge in decision making; provide learning and training opportunities to improve team / functional area effectiveness., Integrity: Behave in an honest, fair, and ethical manner and model high standards of ethical behaviours and professionalism., Customer Impact: Focus on the customers’ perspective as a driving force behind business decisions and develop unique value proposition and excellent service offerings that add value to the customer, create positive experience at every point of interaction and building long term mutual beneficiary relationship., Creative Thinking: Continuously seek to encourage idea generation that creates novelty ways of improving processes and systems; valuable products / service offerings and enhancing customer experience for sustainable organisational competitiveness., Teamwork: Work effectively and cooperatively within a diverse and varied teams or workgroups within and across the organisation to enhance team efficiency, achieve shared goals and optimise organisational results., Strategic Thinking: Think into the future to understand emerging opportunities and challenges in the business environment in order to craft a compelling vision and develop alternatives scenarios with associated strategies or business models that deliver customer value and maximise opportunities for sustainable or competitive advantage., Managing Change: Plan and monitor the implementation of activities designed to effectively manage change Sponsors, Champions, Agents, those affected by the change and key stakeholders in order to successfully embed initiatives / projects and transition the organisation and people to the required future state., Decisiveness: Make sound, well-informed, and effective decisions in a timely manner in order to carry out programmes and determine best cause of action in the face of ambiguity, complexities, conflicting or risky situations., Networking & Collaboration: Proactively build and maintain responsive relationships with networks of people or partners within and beyond the organisation that support and mutually share information, perspectives, and insights in moving organisation-wide agenda forward and furthering corporate goals., Talent Development: Foster the continuous learning and development of employees by building on their skills, expertise and capabilities through ongoing training, development, and feedback to meet the current and future needs of the organisation., Political Savvy: Anticipate politically sensitive situations or scenarios both internally / externally and their likely impact on the organisation; and exhibit confidence and professional diplomacy to maximise and leverage relationships for timely mitigation and / or resolution., Problem Solving: Identify and define problems / issues; and analyse a variety of relevant information / viewpoints from internal and / or external sources in order to provide a range of options for effective decisions making whilst considering their impact on the organisation., Analytical Thinking: `Understand organisation’s goals / objectives, situations or issues and effectively adapt, organise, and interpret information from a variety of sources to select the best solution or course of action, based on a comprehensive and rigorous analysis., Critical Thinking: Conceptualise, apply, analyse and synthesis information from a variety of sources or situations in order to spot out underlying patterns / connections and take the best decision or course of action, using inductive and deductive reasoning., Planning & Organising: Manage self and organise the work of others / workgroups; using goal setting, objectives, targets, creating work schedules and work-plans with associated budgets and resources, according to the organisation's procedures and practices in order to achieve own, work group and organisation-wide goals and objectives., Technical Expertise / Credibility: Develop technical knowledge and professional expertise over time through education, training and experience and apply the knowledge / expertise to effectively execute manage and technical assignment, work / project to advance the organisations services and achieve outcomes., Knowledge Management: Create, identify and manage information asset of the organisation; knowledge and expertise of employees and their learnings from the organisational operations and structure them, using internal capability development and appropriate digital technology / tools for efficient and effective usage for the growth and benefit of employees, organisation and relevant stakeholders., Business Insight: Stay abreast of current and emerging business issues, understand the implications on business sustainability and growth and make the best business decisions / choices for continuous improvement in customer value creation and organisational performance., Technical Writing: Production and sharing of analytical / research-based complex, technical and specialised documents, reports, proposals, articles, manuals, policies, guidelines, and briefs to targeted audience in relevant professional setting, using appropriate technical writing tools and technology., Communication Effectiveness: Receive, convey, explain, persuade, and influence others by expressing thoughts and views concisely, effectively, and appropriately in a range of different settings to hold their attention and achieve desired impact., Presentation & Facilitation Skills: Deliver well-structured presentations before a varied group of people / audiences and impart knowledge and information, using appropriate communication style and techniques, group dynamics, audio visual aids / digital tools and conferencing facilities to achieve the desired results., Stakeholder Management: Developing and implementing stakeholder management policies, strategies, plans, programmes, and initiatives to effectively engage, communicate, influence, and align stakeholder expectations and needs with requirements and objectives of the organisation for mutual benefit., Procurement Support: Provision of procurement plan, technical, and commercial requirements to facilitate the tendering and procurement of works, goods, and services for the functional area., Operational Data Analysis & Usage: Utilising approved data analysis, visualisation, and business intelligent tools for the analysis and presentation of data on operational activities to support decision making., Cybersecurity or Systems Security Analysis: Developing cybersecurity policies; conducting assessment of enterprise system vulnerabilities and threats; implementing corrective actions and countermeasures to reduce the risk of cyber-attacks and protect against unauthorised exploitation of applications, databases, systems, and networks., Application Development & Management: Developing, creating, maintaining, and writing new codes or modify existing applications, software, or specialised utility programmes., Database Administration & Management: Developing database administration and / or data management systems and services to secure, store, query, protect and utilise data., Data Analysis & Engineering: Developing and implementing policies and standards to collect, cleanse, analyse, transform data, and share results to support application development and organisation’s decision-making., IT Enterprise Architecture Management: Developing and maintaining business, systems, and information processes to support enterprise mission needs; developing information technology (IT) rules and requirements that describe baseline and target architectures., IT Systems Requirement Planning & Systems Analysis: Consulting with users to gather and evaluate functional requirements and translate into technical specifications and solutions; providing guidance to users on applicability of information systems to meet business needs., IT Information Systems & Network Security Management: Defining and operating a framework of security controls and management strategies to prevent information systems and network vulnerabilities and restore security of information systems and network services., IT System Testing & Evaluation: Planning, preparing, and executing system test plans to test and evaluate test results to confirm compliance with stakeholders’ specifications and requirements; determining and authorising the migration of systems from testing to production environment., IT Project Management: Managing the execution and delivery of information technology (IT) programmes, portfolios, and projects in compliance with contract terms and provisions."
"Senior IT Analyst, Data Analysis & Engineering",Bachelor's Degree in Computer Science 9 years experience Data engineering leader with infrastructure focus Data architecture; ETL; Cloud computing; Analytics Project management; Communication Design data solutions; Optimize processes; Lead initiatives Built new data platform reducing processing time Technical leader; Strategic AWS Data Analytics
"Senior IT Analyst, Data Analysis & Engineering",Bachelor's Degree in Information Systems 8 years experience Analytics expert with business intelligence focus BI tools; Data modeling; Statistical analysis Stakeholder management; Problem-solving Drive analytics strategy; Lead implementations; Train teams Created BI dashboard increasing efficiency by 40% Vision-driven; Coach Advanced Analytics
"Senior IT Analyst, Data Analysis & Engineering",Bachelor's Degree in Data Science 8 years experience Senior data professional with analytics expertise Python; R; SQL; Big Data tools; Machine learning Leadership; Strategic thinking Lead data projects; Develop solutions; Manage team Implemented predictive models improving accuracy by 50% Strategic; Innovative Data Science Professional
"Senior IT Analyst, Data Analysis & Engineering",Bachelor's Degree in Computer Science 9 years experience Data engineering specialist with infrastructure focus Data warehousing; ETL; Cloud platforms; Analytics Project management; Communication Design data architecture; Optimize processes; Lead initiatives Built new data platform reducing processing time by 60% Technical leader; Mentor AWS Data Analytics
"Senior IT Analyst, Data Analysis & Engineering",Bachelor's Degree in Analytics 8 years experience Analytics leader with business intelligence focus BI tools; Data modeling; Statistical analysis Stakeholder management; Problem-solving Drive analytics strategy; Lead implementations; Train teams Created BI dashboard increasing efficiency by 40% Vision-driven; Coach Advanced Analytics Cert
Senior Land Assistant I,"Application of good knowledge and understanding to supervise and participate in the performance of the key underlisted land management functions:

Development of policies, systems, processes, and procedures for land acquisition and compensation management 
Preliminary selection of sites and transmission Line routes, land investigations / tenurial arrangements
Stakeholder consultation and management for land rights and assets
Land acquisition and negotiation
Land registration and documentation including permits and certification
Land valuation and reconciliation of valuation figures (with the Land Valuation Division, Government Accredited Valuers)
Resettlement and compensation packages management
Payment processing and maintenance of acquisitions and compensation payments database and records
Grievance redress management. HND in Land Economy or equivalent discipline from a recognised institution.. Nine (9) years relevant post qualification work experience.. Functional Area Risk Identification, Management & Control: Identification, analysis, and evaluation of the impact of risks and associated remedial measures and controls in a functional area., Functional Area Safety Hazard Identification, Management & Control: Assessing, identifying, and establishing control measures to manage the impact of safety hazards in a functional area., Financial Resources Management: Planning, budgeting, justification, controlling, and reporting on the use of financial resources to support the achievement of cost centre plans, goals, and objectives in compliance with the organisation’s financial management policies, guidelines, and procedures., Written Communication: Utilising knowledge and understanding of subject and functional area to effectively communicate to varied stakeholders., Integrity: Behave in an honest, fair, and ethical manner and model high standards of ethical behaviours and professionalism., Customer Impact: Focus on the customers’ perspective as a driving force behind business decisions and develop unique value proposition and excellent service offerings that add value to the customer, create positive experience at every point of interaction and building long term mutual beneficiary relationship., Creative Thinking: Continuously seek to encourage idea generation that creates novelty ways of improving processes and systems; valuable products / service offerings and enhancing customer experience for sustainable organisational competitiveness., Teamwork: Work effectively and cooperatively within a diverse and varied teams or workgroups within and across the organisation to enhance team efficiency, achieve shared goals and optimise organisational results., Problem Solving: Identify and define problems / issues; and analyse a variety of relevant information / viewpoints from internal and / or external sources in order to provide a range of options for effective decisions making whilst considering their impact on the organisation., Planning & Organising: Manage self and organise the work of others / workgroups; using goal setting, objectives, targets, creating work schedules and work-plans with associated budgets and resources, according to the organisation's procedures and practices in order to achieve own, work group and organisation-wide goals and objectives., Technical Expertise / Credibility: Develop technical knowledge and professional expertise over time through education, training and experience and apply the knowledge / expertise to effectively execute manage and technical assignment, work / project to advance the organisations services and achieve outcomes., Knowledge Management: Create, identify and manage information asset of the organisation; knowledge and expertise of employees and their learnings from the organisational operations and structure them, using internal capability development and appropriate digital technology / tools for efficient and effective usage for the growth and benefit of employees, organisation and relevant stakeholders., Business Insight: Stay abreast of current and emerging business issues, understand the implications on business sustainability and growth and make the best business decisions / choices for continuous improvement in customer value creation and organisational performance., Incident / Accident Management: Development and communication of approaches, processes and procedures for reporting and management of incidents / accidents as they occur at the workplace in compliance with regulatory requirements and mitigate organisational impact., Emergency Response Management: Development and management of emergency preparedness and response plans, processes, and procedures to mitigate identified contingencies in relation to safety and other hazardous situations in the organization., Results Orientation: Focus on results by leveraging available resources and solving problems creatively to meet or exceed established goals and objectives., Communication Effectiveness: Receive, convey, explain, persuade, and influence others by expressing thoughts and views concisely, effectively, and appropriately in a range of different settings to hold their attention and achieve desired impact., Strategic Thinking: Think into the future to understand emerging opportunities and challenges in the business environment in order to craft a compelling vision and develop alternatives scenarios with associated strategies or business models that deliver customer value and maximise opportunities for sustainable or competitive advantage., Managing Change: Plan and monitor the implementation of activities designed to effectively manage change Sponsors, Champions, Agents, those affected by the change and key stakeholders in order to successfully embed initiatives / projects and transition the organisation and people to the required future state., Decisiveness: Make sound, well-informed, and effective decisions in a timely manner in order to carry out programmes and determine best cause of action in the face of ambiguity, complexities, conflicting or risky situations., Networking & Collaboration: Proactively build and maintain responsive relationships with networks of people or partners within and beyond the organisation that support and mutually share information, perspectives, and insights in moving organisation-wide agenda forward and furthering corporate goals., Talent Development: Foster the continuous learning and development of employees by building on their skills, expertise and capabilities through ongoing training, development, and feedback to meet the current and future needs of the organisation., Political Savvy: Anticipate politically sensitive situations or scenarios both internally / externally and their likely impact on the organisation; and exhibit confidence and professional diplomacy to maximise and leverage relationships for timely mitigation and / or resolution., Presentation & Facilitation Skills: Deliver well-structured presentations before a varied group of people / audiences and impart knowledge and information, using appropriate communication style and techniques, group dynamics, audio visual aids / digital tools and conferencing facilities to achieve the desired results., Technical Writing: Production and sharing of analytical / research-based complex, technical and specialised documents, reports, proposals, articles, manuals, policies, guidelines, and briefs to targeted audience in relevant professional setting, using appropriate technical writing tools and technology., Knowledge Sharing, Collaboration & Mentoring: Capturing, maintaining, and transferring tacit and explicit technical information and knowledge to provide continuous professional development and empower employees to perform their functions effectively and efficiently, and guarantee continuous operations., Knowledge Application for Learning & Decision-Making: Monitoring and evaluating the use, application, and impact of knowledge in decision making; provide learning and training opportunities to improve team / functional area effectiveness., Digital Literacy Skills: Utilise Windows and Microsoft Office based software applications and appropriate digital tools and information technologies to navigate, evaluate, analyse and synthesise digital resources to generate electronic reports, memos, documents, letters, etc. to enhance workplace efficiency and service delivery., Stakeholder Management: Developing and implementing stakeholder management policies, strategies, plans, programmes, and initiatives to effectively engage, communicate, influence, and align stakeholder expectations and needs with requirements and objectives of the organisation for mutual benefit., Procurement Support: Provision of procurement plan, technical, and commercial requirements to facilitate the tendering and procurement of works, goods, and services for the functional area., Land Rights Policies, Strategy & Standards: Developing and implementing policies, strategies, plans, processes, and procedures to guide land rights acquisition, registration, development, maintenance, and protection for the purposes of organisation’s projects and properties, and in compliance with applicable legislations, regulations, and best practices., Land Rights Acquisition: Identifying, selecting, assessing, and acquiring land rights and right-of-way for organisation’s engineering / capital projects (i.e., transmission lines, substations, corporate properties, etc.) in conformance with organisational policies, criteria, standards, statutory / regulatory requirements, and best practices., Land Resettlement & Compensation: Conducting impact assessment and compensations options analyses to facilitate land rights acquisition and processing of compensation and resettlement packages in compliance with organisational policies, standards, legislation, statutory and regulatory requirements., Land Rights Registration & Management: Securing, maintaining, managing, and safeguarding the organisation’s legal rights of land and property of the organisation against interferences and unauthorised intrusion., Operational Data Analysis & Usage: Utilising approved data analysis, visualisation, and business intelligent tools for the analysis and presentation of data on operational activities to support decision making."
Senior Land Assistant I,"HND in Land Management 5 years experience Experienced land management professional with strong background in property administration and field operations. Career developed through progressive roles in land documentation, survey assistance, and team coordination. Strong skills in GIS applications, property assessment, and field operations management. Experience includes training junior staff and coordinating multiple projects. Advanced GIS; Land documentation; Survey support; Project coordination Team coordination; Field leadership; Technical accuracy Lead field operations; Coordinate surveys; Manage documentation; Train staff Successfully coordinated surveys for major transmission project; Improved field efficiency Field operations expert; Team leader; Process improver Advanced Land Records; GIS Professional"
Senior Land Officer,"Application of good knowledge, expertise, and sound judgement to coordinate, supervise and participate in performing the underlisted land management functions:

Development of policies, systems, processes, and procedures for land acquisition and compensation management 
Preliminary selection of sites and transmission Line routes, land investigations / tenurial arrangements
Stakeholder consultation and management for land rights and assets
Land acquisition and negotiation
Land registration and documentation including permits and certification
Land valuation and reconciliation of valuation figures (with the Land Valuation Division, Government Accredited Valuers)
Resettlement and compensation packages management
Payment processing and maintenance of acquisitions and compensation payments database and records
Grievance redress management. BSc / BA Degree in Land Economy or related field of study from a recognised institution.
AND
Membership of Ghana Institution of Surveyors (GhIS) or any other recognised related professional body.. Six (6) years relevant post qualification work experience.. Incident / Accident Management: Development and communication of approaches, processes and procedures for reporting and management of incidents / accidents as they occur at the workplace in compliance with regulatory requirements and mitigate organisational impact., Emergency Response Management: Development and management of emergency preparedness and response plans, processes, and procedures to mitigate identified contingencies in relation to safety and other hazardous situations in the organization., Functional Area Risk Identification, Management & Control: Identification, analysis, and evaluation of the impact of risks and associated remedial measures and controls in a functional area., Functional Area Safety Hazard Identification, Management & Control: Assessing, identifying, and establishing control measures to manage the impact of safety hazards in a functional area., Financial Resources Management: Planning, budgeting, justification, controlling, and reporting on the use of financial resources to support the achievement of cost centre plans, goals, and objectives in compliance with the organisation’s financial management policies, guidelines, and procedures., Results Orientation: Focus on results by leveraging available resources and solving problems creatively to meet or exceed established goals and objectives., Communication Effectiveness: Receive, convey, explain, persuade, and influence others by expressing thoughts and views concisely, effectively, and appropriately in a range of different settings to hold their attention and achieve desired impact., Presentation & Facilitation Skills: Deliver well-structured presentations before a varied group of people / audiences and impart knowledge and information, using appropriate communication style and techniques, group dynamics, audio visual aids / digital tools and conferencing facilities to achieve the desired results., Digital Literacy Skills: Utilise Windows and Microsoft Office based software applications and appropriate digital tools and information technologies to navigate, evaluate, analyse and synthesise digital resources to generate electronic reports, memos, documents, letters, etc. to enhance workplace efficiency and service delivery., Written Communication: Utilising knowledge and understanding of subject and functional area to effectively communicate to varied stakeholders., Knowledge Sharing, Collaboration & Mentoring: Capturing, maintaining, and transferring tacit and explicit technical information and knowledge to provide continuous professional development and empower employees to perform their functions effectively and efficiently, and guarantee continuous operations., Knowledge Application for Learning & Decision-Making: Monitoring and evaluating the use, application, and impact of knowledge in decision making; provide learning and training opportunities to improve team / functional area effectiveness., Integrity: Behave in an honest, fair, and ethical manner and model high standards of ethical behaviours and professionalism., Customer Impact: Focus on the customers’ perspective as a driving force behind business decisions and develop unique value proposition and excellent service offerings that add value to the customer, create positive experience at every point of interaction and building long term mutual beneficiary relationship., Creative Thinking: Continuously seek to encourage idea generation that creates novelty ways of improving processes and systems; valuable products / service offerings and enhancing customer experience for sustainable organisational competitiveness., Teamwork: Work effectively and cooperatively within a diverse and varied teams or workgroups within and across the organisation to enhance team efficiency, achieve shared goals and optimise organisational results., Strategic Thinking: Think into the future to understand emerging opportunities and challenges in the business environment in order to craft a compelling vision and develop alternatives scenarios with associated strategies or business models that deliver customer value and maximise opportunities for sustainable or competitive advantage., Managing Change: Plan and monitor the implementation of activities designed to effectively manage change Sponsors, Champions, Agents, those affected by the change and key stakeholders in order to successfully embed initiatives / projects and transition the organisation and people to the required future state., Decisiveness: Make sound, well-informed, and effective decisions in a timely manner in order to carry out programmes and determine best cause of action in the face of ambiguity, complexities, conflicting or risky situations., Networking & Collaboration: Proactively build and maintain responsive relationships with networks of people or partners within and beyond the organisation that support and mutually share information, perspectives, and insights in moving organisation-wide agenda forward and furthering corporate goals., Talent Development: Foster the continuous learning and development of employees by building on their skills, expertise and capabilities through ongoing training, development, and feedback to meet the current and future needs of the organisation., Political Savvy: Anticipate politically sensitive situations or scenarios both internally / externally and their likely impact on the organisation; and exhibit confidence and professional diplomacy to maximise and leverage relationships for timely mitigation and / or resolution., Problem Solving: Identify and define problems / issues; and analyse a variety of relevant information / viewpoints from internal and / or external sources in order to provide a range of options for effective decisions making whilst considering their impact on the organisation., Planning & Organising: Manage self and organise the work of others / workgroups; using goal setting, objectives, targets, creating work schedules and work-plans with associated budgets and resources, according to the organisation's procedures and practices in order to achieve own, work group and organisation-wide goals and objectives., Technical Expertise / Credibility: Develop technical knowledge and professional expertise over time through education, training and experience and apply the knowledge / expertise to effectively execute manage and technical assignment, work / project to advance the organisations services and achieve outcomes., Knowledge Management: Create, identify and manage information asset of the organisation; knowledge and expertise of employees and their learnings from the organisational operations and structure them, using internal capability development and appropriate digital technology / tools for efficient and effective usage for the growth and benefit of employees, organisation and relevant stakeholders., Business Insight: Stay abreast of current and emerging business issues, understand the implications on business sustainability and growth and make the best business decisions / choices for continuous improvement in customer value creation and organisational performance., Technical Writing: Production and sharing of analytical / research-based complex, technical and specialised documents, reports, proposals, articles, manuals, policies, guidelines, and briefs to targeted audience in relevant professional setting, using appropriate technical writing tools and technology., Stakeholder Management: Developing and implementing stakeholder management policies, strategies, plans, programmes, and initiatives to effectively engage, communicate, influence, and align stakeholder expectations and needs with requirements and objectives of the organisation for mutual benefit., Procurement Support: Provision of procurement plan, technical, and commercial requirements to facilitate the tendering and procurement of works, goods, and services for the functional area., Land Rights Policies, Strategy & Standards: Developing and implementing policies, strategies, plans, processes, and procedures to guide land rights acquisition, registration, development, maintenance, and protection for the purposes of organisation’s projects and properties, and in compliance with applicable legislations, regulations, and best practices., Land Rights Acquisition: Identifying, selecting, assessing, and acquiring land rights and right-of-way for organisation’s engineering / capital projects (i.e., transmission lines, substations, corporate properties, etc.) in conformance with organisational policies, criteria, standards, statutory / regulatory requirements, and best practices., Land Resettlement & Compensation: Conducting impact assessment and compensations options analyses to facilitate land rights acquisition and processing of compensation and resettlement packages in compliance with organisational policies, standards, legislation, statutory and regulatory requirements., Land Rights Registration & Management: Securing, maintaining, managing, and safeguarding the organisation’s legal rights of land and property of the organisation against interferences and unauthorised intrusion., Operational Data Analysis & Usage: Utilising approved data analysis, visualisation, and business intelligent tools for the analysis and presentation of data on operational activities to support decision making."
Senior Land Officer,"Bachelor's Degree in Land Management / Surveying 8 years experience Experienced land management professional specializing in utility right-of-way and property management. Career developed through progressive roles in land acquisition, easement management, and property documentation. Strong background in GIS applications, property law, and stakeholder engagement. Notable experience includes managing complex land acquisition projects and implementing digital land management systems. Advanced GIS; Land management systems; Property documentation; Legal compliance Negotiation; Stakeholder management; Project leadership Manage land acquisitions; Direct surveys; Handle compliance; Lead projects Successfully managed acquisition program for major transmission project; Improved documentation efficiency Strategic planner; Negotiator; Team leader Land Management Professional; GIS Expert"
Senior Land Officer,"Bachelor's Degree in Land Management 8 years experience Advanced land management specialist implementing digital twin technology for land asset management. Career progression through development of virtual land modeling and AI-driven property analytics. Expert knowledge in digital twin platforms, smart land management, and automated compliance systems. Strong focus on revolutionary land management approaches. Digital twin technology; AI analytics; Smart land management; Automated compliance Technical leadership; Innovation management; Strategic thinking Lead digital initiatives; Implement twin systems; Enhance management Created comprehensive digital twin of 10,000-acre portfolio Innovation leader; Land expert; Digital pioneer Land Management Pro; Digital Twin Expert"
